worker_id,platform,tenure_months,avg_rating,completion_rate,cancellation_rate,jobs_completed,tenure_normalized,cancellation_reliability,jobs_completed_log,average_monthly_jobs,income_mean,income_volatility,income_consistency,income_trend,income_trend_normalized,recent_income_change,work_volume_trend,work_volume_trend_normalized,latent_reliability
W00001,Home Services,12,4.22,0.714,0.35,661,0.2,0.65,6.495265555937008,58.0,20501.333333333332,0.1521883378505468,0.8679136623319238,290.2587412587413,0.014158042139962,0.1909579139363642,-1.328671328671329,-0.0229081263564022,0.17089022495735381
W00002,Ride-Hailing,41,4.64,0.821,0.181,2636,0.6833333333333333,0.819,7.877397186353287,68.91666666666667,19248.333333333332,0.1805806211122904,0.8470408391574686,-201.60139860139833,-0.0104737067417818,-0.013999703884054,-1.7517482517482532,-0.0254183543179915,0.46627804381773935
W00003,Freelance,29,4.51,0.78,0.051,2836,0.4833333333333333,0.949,7.950502434808851,92.75,13661.25,0.2498305006187838,0.8001084943157539,82.63986013985999,0.0060492165899796,-0.0587702550545846,0.0804195804195804,0.000867057470831,0.5918601033325758
W00004,Home Services,25,4.55,0.844,0.163,1979,0.4166666666666667,0.837,7.590852123688581,69.58333333333333,42349.25,0.0717417936503644,0.9330605617179386,498.5699300699296,0.0117728160491609,0.1034705982311197,0.4230769230769237,0.0060801473975126,0.791657249462177
W00005,Delivery,31,4.31,0.932,0.257,2826,0.5166666666666667,0.743,7.946971357693591,84.58333333333333,14546.25,0.1796384670356252,0.8477173540406425,359.84965034965035,0.0247383105851783,0.3659069863154645,-1.6118881118881097,-0.0190568052637017,0.4511860164303942
W00006,Freelance,12,4.59,0.961,0.114,968,0.2,0.886,6.876264611890766,77.66666666666667,20288.25,0.1655030066058879,0.857998644647124,-175.51398601398722,-0.0086510165250323,-0.0393297461502415,1.699300699300699,0.0218794081455025,0.5595627980508876
W00007,Home Services,19,4.19,0.628,0.221,739,0.3166666666666666,0.779,6.606650186198215,43.0,18543.5,0.131897110048964,0.8834725268949062,60.685314685315326,0.0032725922660401,0.0084820445031945,0.1608391608391603,0.0037404456009107,0.17775595992068485
W00008,Home Services,14,4.53,0.835,0.127,738,0.2333333333333333,0.873,6.6052979209482015,52.833333333333336,20377.75,0.1364971668538065,0.8798966061378974,-317.9335664335667,-0.0156019956292312,-0.1482510044906641,-0.468531468531468,-0.0088681035053274,0.3851233823336468
W00009,Delivery,24,4.76,0.914,0.35,595,0.4,0.65,6.39024066706535,27.666666666666668,28370.333333333332,0.1518309859804065,0.8681829297627618,-298.7622377622383,-0.0105307975853498,-0.1296296296296296,0.4265734265734255,0.0154183166231358,0.584780705575597
W00010,Ride-Hailing,24,4.46,0.7,0.178,1153,0.4,0.8220000000000001,7.050989447068045,52.666666666666664,19063.333333333332,0.1607727215088915,0.8614950898398934,-143.10489510489526,-0.0075068138715629,-0.0354638383979346,0.328671328671329,0.0062405948481897,0.2666638775671776
W00011,Delivery,30,4.66,0.954,0.154,1182,0.5,0.846,7.075808863978387,45.5,32892.583333333336,0.1305725363124032,0.8845075993635113,823.4370629370628,0.0250341256140435,0.2822756294572294,0.0279720279720279,0.000614769845539,0.8919348620625683
W00012,Freelance,32,4.06,0.608,0.114,1555,0.5333333333333333,0.886,7.349873704738337,45.25,20700.0,0.3117770519191339,0.7623246637353481,-549.587412587413,-0.0265501165501165,-0.1442682523951106,0.4090909090909088,0.0090406830738322,0.18377964334697386
W00013,Ride-Hailing,12,4.04,0.987,0.011,675,0.2,0.989,6.516193076042964,51.75,23122.0,0.1464350853838347,0.8722691871081325,58.65734265734248,0.0025368628430647,-0.0309428560473409,-0.8986013986013988,-0.0173642782338434,0.5317917675452604
W00014,Home Services,19,4.63,0.892,0.153,895,0.3166666666666666,0.847,6.79794041297493,41.083333333333336,30140.833333333332,0.1870091899138217,0.8424534607626762,-701.5454545454552,-0.023275582555629,-0.2058793555499967,1.073426573426573,0.0261280301848253,0.6679220341313342
W00015,Ride-Hailing,22,4.81,0.916,0.35,791,0.3666666666666666,0.65,6.674561391814426,34.083333333333336,25420.0,0.4016891269844375,0.7134249533285442,-1889.7272727272737,-0.0743401759530792,-0.5793603790346461,-0.6468531468531464,-0.0189785764357891,0.08083762692420275
W00016,Delivery,12,4.49,0.929,0.136,913,0.2,0.864,6.81783057145415,70.75,22793.166666666668,0.3003015609366222,0.7690523721894854,521.6223776223773,0.0228850332755742,0.3083918654824791,-0.8356643356643375,-0.0118115100447256,0.3241016491094287
W00017,Ride-Hailing,12,5.0,0.724,0.245,512,0.2,0.755,6.240275845170769,46.666666666666664,34428.583333333336,0.0637877367109344,0.9400371573109536,254.1013986013982,0.0073805359965357,0.0579170938918998,0.1398601398601406,0.002997002997003,0.5102259958211909
W00018,Delivery,12,4.19,0.959,0.268,660,0.2,0.732,6.493753839851686,50.583333333333336,15090.416666666666,0.1328159625985553,0.8827559224237181,277.2202797202794,0.0183706179785368,0.1942342251132653,-0.1853146853146877,-0.0036635522632228,0.4257993168234446
W00019,Home Services,12,4.38,0.88,0.098,960,0.2,0.902,6.8679744089702925,79.66666666666667,22652.166666666668,0.2376771797713729,0.8079651272108956,367.3986013986014,0.0162191373039489,0.0905955673820944,-0.1608391608391609,-0.0020189016004915,0.525624490027051
W00020,Ride-Hailing,35,4.59,0.632,0.065,1302,0.5833333333333334,0.935,7.172424577124845,40.083333333333336,51127.583333333336,0.2787787162332307,0.7819961243533979,2484.8006993007,0.0486000029201595,0.4405968218025958,0.5699300699300703,0.0142186296032449,0.6014870749380604
W00021,Home Services,12,4.67,0.82,0.062,835,0.2,0.938,6.728628613084702,66.91666666666667,18760.166666666668,0.2793643034208483,0.7816381911908394,50.58741258741193,0.0026965332177616,0.0036086395075268,-0.4230769230769214,-0.006322444678609,0.35993926266426873
W00022,Delivery,12,4.4,0.895,0.299,346,0.2,0.7010000000000001,5.849324779946859,30.5,31666.416666666668,0.1583824202885758,0.8632727694114007,-325.38811188811223,-0.0102754951819549,-0.0921476316315428,0.643356643356642,0.0210936604379226,0.32096098541766216
W00023,Freelance,23,4.29,0.841,0.142,1358,0.3833333333333333,0.858,7.214504414151143,56.166666666666664,16747.5,0.218146602297101,0.8209192539832771,-36.02797202797133,-0.0021512447844735,0.027227400823759,1.818181818181818,0.0323711896412193,0.6246007719600118
W00024,Freelance,28,4.71,0.842,0.046,2006,0.4666666666666667,0.954,7.604396348796338,67.33333333333333,23528.25,0.119031403688102,0.8936299702619617,284.48601398601386,0.0120912526000027,0.0588210748859464,0.0139860139860131,0.0002077130790001,0.7692970713024447
W00025,Home Services,21,4.58,0.861,0.35,908,0.35,0.65,6.812345094177479,43.583333333333336,17417.75,0.1364535069560386,0.8799304097168692,-437.4440559440566,-0.0251148429587091,-0.1633140707349727,-1.15034965034965,-0.0263942558397625,0.2833659733750307
W00026,Delivery,12,4.46,0.771,0.102,832,0.2,0.898,6.725033642166843,72.58333333333333,34288.5,0.2154533030199367,0.8227383129531857,517.5594405594413,0.0150942572745801,0.0858370894031771,0.9895104895104884,0.0136327507165624,0.38561323050165486
W00027,Ride-Hailing,12,4.67,0.934,0.07,894,0.2,0.93,6.796823718274855,67.75,27066.0,0.1121778562033018,0.8991367652416232,648.3566433566424,0.0239546531942896,0.2024333019570379,0.548951048951049,0.0081025985085025,0.8439124227672075
W00028,Delivery,23,4.52,0.918,0.089,1446,0.3833333333333333,0.911,7.277247726631484,58.916666666666664,10691.333333333334,0.0848266753190374,0.9218062412651398,-56.36363636363677,-0.0052718996411707,-0.0689644075432838,0.8216783216783221,0.0139464495900139,0.7975875630040243
W00029,Delivery,20,4.52,0.631,0.303,1574,0.3333333333333333,0.6970000000000001,7.362010551259734,74.91666666666667,25908.0,0.3233476632204121,0.7556593235419825,315.2797202797211,0.0121692033456739,0.1472816198010092,0.8496503496503495,0.01134127274283,0.24116498082317217
W00030,Home Services,17,4.51,0.832,0.35,1232,0.2833333333333333,0.65,7.117205503164344,71.83333333333333,22067.916666666668,0.2662526582720845,0.789731807050727,344.99650349650375,0.0156333970581653,0.1823603730816393,0.0769230769230743,0.0010708548991611,0.35830230883205666
W00031,Home Services,34,4.34,0.635,0.169,2013,0.5666666666666667,0.831,7.607878073278507,50.666666666666664,24682.333333333332,0.3515400792653135,0.7398966670256586,564.727272727273,0.0228798171186114,0.0208055249260054,0.6853146853146848,0.013525947736474,0.49291335245676954
W00032,Freelance,19,4.32,0.904,0.091,562,0.3166666666666666,0.909,6.333279628139691,28.833333333333332,41343.0,0.2283137233993374,0.8141242590960531,-2031.93006993007,-0.0491481041513695,-0.2902332273310967,0.202797202797203,0.0070334289987469,0.2639602685717864
W00033,Delivery,12,4.42,0.844,0.334,1059,0.2,0.6659999999999999,6.966024187106113,86.58333333333333,17671.916666666668,0.1270332929945306,0.887285234798164,24.2412587412586,0.0013717390817592,0.0347218470293731,1.6888111888111874,0.019505037791852,0.3850442365918011
W00034,Delivery,17,4.56,0.713,0.243,675,0.2833333333333333,0.757,6.516193076042964,47.0,25499.0,0.1161101024132135,0.8959689530968634,-650.489510489511,-0.0255103929757837,-0.1983118071799044,0.2937062937062922,0.0062490700788572,0.19426839960968548
W00035,Ride-Hailing,30,4.08,0.588,0.036,430,0.5,0.964,6.066108090103747,13.916666666666666,9407.666666666666,0.2210098920759227,0.8189941838225663,-215.01398601398617,-0.0228551875435622,-0.2666994710296469,-0.1433566433566432,-0.0103010761693396,0.1480460203720482
W00036,Delivery,18,4.79,0.809,0.145,1541,0.3,0.855,7.340835554123275,87.08333333333333,34100.833333333336,0.0722800456767476,0.9325921936455234,-29.125874125873985,-0.0008541103333508,0.0275917546505781,0.8006993006993007,0.009194633118078,0.7681454745541174
W00037,Delivery,29,4.55,0.807,0.218,2089,0.4833333333333333,0.782,7.644919344958857,65.5,12520.25,0.0731181814560814,0.9318638126540084,-33.863636363636374,-0.0027047092800572,-0.0439825626654211,-0.7412587412587428,-0.0113169273474617,0.5459016871104957
W00038,Ride-Hailing,33,4.28,0.832,0.039,2070,0.55,0.961,7.635786861395585,60.916666666666664,16300.333333333334,0.1027664032665582,0.9068103607779954,294.85314685314677,0.0180887801999844,0.2152554326266143,0.1783216783216762,0.0029273052528866,0.6623764643300801
W00039,Delivery,19,4.95,0.792,0.288,1008,0.3166666666666666,0.712,6.9167150203536085,54.333333333333336,21653.166666666668,0.2592968093812866,0.794093967800424,438.53846153846126,0.0202528557734493,0.1430392990256979,-0.3146853146853131,-0.0057917542580118,0.3789744807460756
W00040,Home Services,21,4.56,0.826,0.106,1728,0.35,0.894,7.455298485683291,74.25,26095.083333333332,0.1546249438035425,0.8660821034281659,197.15034965035,0.0075550764537515,0.1354008191925102,0.4790209790209778,0.0064514609969155,0.6981484091409152
W00041,Ride-Hailing,17,4.22,0.848,0.237,1690,0.2833333333333333,0.763,7.43307534889858,92.91666666666669,14366.916666666666,0.2157347901884561,0.8225478188750244,323.33916083916074,0.0225058144583906,0.1930579723417895,2.213286713286715,0.0238201260622785,0.5415065315523157
W00042,Home Services,30,4.94,0.718,0.16,1478,0.5,0.84,7.2991214627108,47.416666666666664,40676.916666666664,0.2409039762999426,0.8058641273612029,198.67482517482568,0.0048842154581896,-0.0647375081750001,-0.9335664335664354,-0.0196885715339142,0.5195726715465312
W00043,Home Services,17,4.89,0.956,0.099,705,0.2833333333333333,0.901,6.559615237493242,40.5,20955.833333333332,0.0697711648580269,0.934779355482734,9.790209790209692,0.0004671830336919,-0.0302428663773201,0.216783216783215,0.0053526720193386,0.808668661186827
W00044,Delivery,28,4.32,0.933,0.032,1523,0.4666666666666667,0.968,7.329093736246592,51.083333333333336,31841.583333333332,0.2538426245578694,0.797548257184685,-205.3601398601392,-0.0064494324201886,-0.0871016306615153,0.5909090909090912,0.0115675515349251,0.5769711351740456
W00045,Home Services,24,4.47,0.76,0.142,733,0.4,0.858,6.598509028614515,31.75,14796.166666666666,0.1552334272414506,0.8656259214969843,133.68531468531475,0.0090351317133028,0.1415345707447048,-1.2132867132867138,-0.0382137547491878,0.3736216549104246
W00046,Home Services,12,4.44,0.908,0.075,635,0.2,0.925,6.455198563340122,54.0,72083.25,0.095411486276239,0.9128989539806792,-328.8776223776223,-0.004562469400001,-0.0760370512728456,-1.8601398601398629,-0.0344470344470344,0.5314923484448159
W00047,Delivery,29,4.08,0.75,0.194,2430,0.4833333333333333,0.806,7.796057974316123,75.33333333333333,23310.333333333332,0.1515072731720753,0.8684269941650339,-201.58741258741247,-0.0086479849817997,-0.094222851598353,-0.8321678321678353,-0.0110464756482456,0.3583491421605775
W00048,Delivery,23,4.63,0.846,0.135,1474,0.3833333333333333,0.865,7.29641326877392,59.75,23104.166666666668,0.2525156567482201,0.798393213380022,373.36363636363546,0.0161600131158291,0.2023355169467388,-1.206293706293707,-0.0201890160049155,0.5242702186034557
W00049,Home Services,43,4.76,0.788,0.35,2731,0.7166666666666667,0.65,7.912789220690681,62.583333333333336,27244.0,0.1335197572422833,0.8822078253253206,-541.9300699300708,-0.0198917218444454,-0.1238706905324574,0.9125874125874146,0.0145819559934074,0.6720332281178204
W00050,Delivery,12,4.71,0.745,0.238,878,0.2,0.762,6.778784897685177,76.41666666666667,22340.083333333332,0.3248535231271603,0.7548004232495212,1017.0104895104896,0.0455240239857575,0.9495023419203747,-0.3391608391608388,-0.0044383097818212,0.44964338626479466
W00051,Delivery,24,4.56,0.792,0.131,1127,0.4,0.869,7.028201432058005,50.166666666666664,31019.916666666668,0.2391418212937032,0.8070101281514075,126.0104895104901,0.0040622446173718,0.007836861489945,-0.2867132867132874,-0.0057152150175406,0.4523253464496786
W00052,Delivery,16,4.79,0.974,0.151,537,0.2666666666666666,0.849,6.2878585601617845,34.25,20701.75,0.2831533510567677,0.7793300770920555,262.2692307692311,0.0126689401026111,0.0953370547903646,-0.2132867132867132,-0.0062273492930427,0.5863662245788324
W00053,Home Services,12,4.27,0.63,0.068,682,0.2,0.932,6.52649485957079,53.583333333333336,18324.083333333332,0.1842465587880352,0.8444187509596023,-41.04545454545458,-0.0022399731434744,0.0197707455667678,0.6958041958041968,0.0129854593307159,0.13324783245779592
W00054,Home Services,12,5.0,0.909,0.104,637,0.2,0.896,6.45833828334479,50.583333333333336,24116.583333333332,0.1963380107105697,0.8358841657183876,288.73076923076894,0.011972291648448,0.0470787534964346,-0.1783216783216795,-0.0035253050080068,0.660976353415081
W00055,Home Services,48,4.36,0.892,0.159,3605,0.8,0.841,8.190354403763262,68.58333333333333,17631.75,0.1253630672096162,0.8886021135201646,231.3111888111892,0.0131190147779539,0.0645480306574617,1.786713286713285,0.0260517125644707,0.8187471655964988
W00056,Home Services,25,4.38,0.987,0.28,1628,0.4166666666666667,0.72,7.395721608602045,69.41666666666667,20330.083333333332,0.1155047741479482,0.8964551503276409,-342.03146853146825,-0.0168239088312378,-0.118564623883368,-1.2482517482517486,-0.0179820179820179,0.5271775418178777
W00057,Ride-Hailing,19,4.41,0.887,0.159,354,0.3166666666666666,0.841,5.872117789475416,17.583333333333332,9631.333333333334,0.3013517846736388,0.768431727513853,-99.21678321678328,-0.0103014587682684,-0.0455939913255051,-0.0664335664335667,-0.003778212309018,0.22218106232907614
W00058,Ride-Hailing,12,4.39,0.676,0.068,339,0.2,0.932,5.8289456176102075,26.333333333333332,15467.25,0.3225950016173676,0.7560893537153289,700.3811188811183,0.0452815541793866,0.6305966746709627,-0.1048951048951034,-0.0039833584137381,0.44562898399997425
W00059,Delivery,46,4.5,0.922,0.26,3962,0.7666666666666667,0.74,8.284756593190435,73.66666666666667,21676.083333333332,0.1750276683855552,0.8510437897806808,-598.4650349650352,-0.0276094636545671,-0.2460913765764163,-0.2307692307692304,-0.0031326139923424,0.5493195260148729
W00060,Delivery,13,4.49,0.628,0.237,374,0.2166666666666666,0.763,5.926926025970411,32.5,19957.0,0.1424527603769787,0.8753097149242537,227.1048951048947,0.0113797111341832,0.073532416235358,0.1468531468531461,0.0045185583647121,0.2769470237805818
W00061,Home Services,25,4.58,0.988,0.065,1991,0.4166666666666667,0.935,7.596894438144544,70.58333333333333,30507.333333333332,0.2822837784567492,0.779858574833971,1620.0209790209783,0.0531026740790513,0.6307580463948185,1.737762237762238,0.0246200080910824,0.7207996109333569
W00062,Ride-Hailing,22,4.35,0.681,0.249,334,0.3666666666666666,0.751,5.814130531825066,15.666666666666666,29288.916666666668,0.0829097253704912,0.9234380083324806,-502.2832167832164,-0.0171492589671252,-0.1608757476092784,-0.0769230769230771,-0.0049099836333879,0.149122026239692
W00063,Ride-Hailing,59,4.59,0.878,0.085,5194,0.9833333333333332,0.915,8.555451903533328,84.5,22542.666666666668,0.441031442073632,0.6939473843547844,549.4965034965036,0.0243758430012644,0.181730675106862,1.8601398601398609,0.0220134894691107,0.6532808632983258
W00064,Home Services,21,4.28,0.917,0.35,1002,0.35,0.65,6.910750787961936,55.166666666666664,15915.0,0.2830710457453848,0.7793800688714488,-575.1888111888119,-0.0361413013627905,-0.2577231317213507,0.958041958041955,0.017366319481123,0.22969287778341083
W00065,Ride-Hailing,15,4.73,0.955,0.11,1008,0.25,0.89,6.9167150203536085,75.33333333333333,27593.333333333332,0.0900429616868323,0.9173950340934346,-88.75524475524549,-0.0032165466811516,-0.0027951481428516,-0.0209790209790207,-0.0002784825793675,0.8306139437816844
W00066,Ride-Hailing,25,4.73,0.736,0.02,1522,0.4166666666666667,0.98,7.328437352895162,55.5,18743.916666666668,0.1614057917955406,0.8610254977754105,84.7797202797195,0.0045230525608603,0.0763418258253906,-0.0209790209790213,-0.0003780003780003,0.6874941044487387
W00067,Ride-Hailing,26,4.55,0.861,0.241,2411,0.4333333333333333,0.759,7.788211557847076,79.0,19090.166666666668,0.1964541432094694,0.835803031545794,-546.3636363636363,-0.0286201606252941,-0.2017702312138728,-1.4125874125874178,-0.0178808533238913,0.34751445627194527
W00068,Delivery,60,4.39,0.594,0.041,5014,1.0,0.959,8.520188700396035,80.83333333333333,10698.166666666666,0.1169648353935063,0.895283332395778,170.9440559440559,0.0159788177984442,0.2314033171119277,-0.5804195804195791,-0.0071804484175618,0.5701902808799283
W00069,Delivery,21,4.63,0.956,0.258,1255,0.35,0.742,7.135687347028144,55.25,23169.333333333332,0.0681429122026285,0.9362043117787392,258.63636363636505,0.0111628746462147,0.117681022103128,-0.4090909090909094,-0.0074043603455368,0.8315752398253408
W00070,Ride-Hailing,12,4.33,0.769,0.092,268,0.2,0.908,5.594711379601839,30.333333333333332,21886.666666666668,0.1743753654437326,0.8515164992601445,-137.9580419580424,-0.006303291591138,-0.1275531659257479,-0.1748251748251751,-0.0057634673019288,0.23306522238837585
W00071,Delivery,17,4.56,0.578,0.036,360,0.2833333333333333,0.964,5.8888779583328805,24.333333333333332,27447.583333333332,0.1604327506916974,0.8617474811909018,167.8426573426571,0.0061150249661077,0.015051212387913,-0.1538461538461543,-0.006322444678609,0.15511187431259693
W00072,Ride-Hailing,25,4.51,0.845,0.072,821,0.4166666666666667,0.928,6.71174039505618,38.333333333333336,19626.0,0.3434624115521038,0.744345350790052,1151.1748251748247,0.0586556009973924,0.6503138494413034,0.7132867132867132,0.0186074794770446,0.5113743988185162
W00073,Freelance,28,5.0,0.692,0.063,1194,0.4666666666666667,0.937,7.085901464365611,38.166666666666664,12919.833333333334,0.1634892883944785,0.8594836325308327,326.1188811188807,0.0252417250830542,0.2410656815828506,-0.2447552447552446,-0.0064128011726264,0.5980925383601016
